Beginning of Month Date|End of Month Date|sector_id|Sector|Commercial Property Price Index (CPPI)|CPRI
01/02/2007|01/01/2007|13|Retail|93.39781104|91.03483229
01/02/2007|01/01/2007|18|Lab Space|86.73108352|82.22175911
01/02/2007|01/01/2007|23|Health Care - Medical Office|92.02242595|89.36061306
01/02/2007|01/01/2007|25|Health Care - Skilled Nursing|90.36354755|84.74061709
01/02/2007|01/01/2007|31|Health Care - Senior Housing (NNN)|86.94753069|83.16250534
01/02/2007|01/01/2007|32|Health Care - Senior Housing (RIDEA)|85.67945573|82.53192581
01/02/2007|01/01/2007|100|GS Universe|92.24074692|89.87676185
01/02/2007|01/01/2007|101|GS Major Sector|92.03914116|89.87696432
01/03/2007|01/02/2007|1|Apartment|97.9530517|95.76715064
01/03/2007|01/02/2007|4|Health Care|94.8394215|91.11946824
01/03/2007|01/02/2007|5|Lodging|97.12901976|96.3159903
01/03/2007|01/02/2007|6|Industrial|95.28847047|91.7233853
01/03/2007|01/02/2007|7|Mall|96.94672834|93.86883618
01/03/2007|01/02/2007|8|Manufactured Home Park|98.46391269|94.45015712
01/03/2007|01/02/2007|9|Office|94.69490283|93.36949773
01/03/2007|01/02/2007|10|Self-Storage|97.50173033|96.2039413
01/03/2007|01/02/2007|11|Strip Center|98.99910964|97.16537979
01/03/2007|01/02/2007|12|Student Housing|93.02809477|90.72774867
01/03/2007|01/02/2007|13|Retail|98.32720782|96.19149073
01/03/2007|01/02/2007|18|Lab Space|92.84776064|88.391275
01/03/2007|01/02/2007|23|Health Care - Medical Office|98.02510158|95.59099489
01/03/2007|01/02/2007|25|Health Care - Skilled Nursing|95.56653584|90.20902284
01/03/2007|01/02/2007|31|Health Care - Senior Housing (NNN)|92.71245604|89.087844
01/03/2007|01/02/2007|32|Health Care - Senior Housing (RIDEA)|92.01855003|88.98220147
01/03/2007|01/02/2007|100|GS Universe|96.81125794|94.6814789
01/03/2007|01/02/2007|101|GS Major Sector|96.67610593|94.72632001
01/04/2007|01/03/2007|13|Retail|98.70201915|96.91326002
01/04/2007|01/03/2007|31|Health Care - Senior Housing (NNN)|92.71245604|89.49890645
01/04/2007|01/03/2007|32|Health Care - Senior Housing (RIDEA)|92.01855003|89.32793446
01/04/2007|01/03/2007|100|GS Universe|97.30627227|95.52198912
01/04/2007|01/03/2007|101|GS Major Sector|96.94645075|95.31697271
01/04/2007|01/03/2007|1|Apartment|98.2247556|96.39564339
01/04/2007|01/03/2007|4|Health Care|94.8394215|91.53545754
01/04/2007|01/03/2007|5|Lodging|98.20944752|97.80055192
01/04/2007|01/03/2007|6|Industrial|95.28961504|92.07905601
01/04/2007|01/03/2007|7|Mall|97.61040482|94.85178217
01/04/2007|01/03/2007|8|Manufactured Home Park|98.46090336|94.88295095
01/04/2007|01/03/2007|9|Office|95.12935191|94.02286147
01/04/2007|01/03/2007|10|Self-Storage|99.55606177|98.67188259
01/04/2007|01/03/2007|11|Strip Center|99.07612806|97.60606777
01/04/2007|01/03/2007|12|Student Housing|96.70459565|94.71217476
01/04/2007|01/03/2007|18|Lab Space|92.84776064|88.76452799
01/04/2007|01/03/2007|23|Health Care - Medical Office|98.02510158|95.99377156
01/04/2007|01/03/2007|25|Health Care - Skilled Nursing|95.56653584|90.80127627
01/05/2007|01/04/2007|1|Apartment|98.20362169|96.73902942
01/05/2007|01/04/2007|4|Health Care|94.8394215|91.95334595
01/05/2007|01/04/2007|5|Lodging|100|100
01/05/2007|01/04/2007|6|Industrial|95.40841756|92.54979961
01/05/2007|01/04/2007|7|Mall|97.66411433|95.24530204
01/05/2007|01/04/2007|8|Manufactured Home Park|98.46090336|95.32064241
01/05/2007|01/04/2007|9|Office|96.50288394|95.6066043
01/05/2007|01/04/2007|10|Self-Storage|99.55605957|99.11396534
01/05/2007|01/04/2007|11|Strip Center|99.0347367|97.93202834
01/05/2007|01/04/2007|12|Student Housing|97.03738282|95.43712741
01/05/2007|01/04/2007|13|Retail|98.7085567|97.27611972
01/05/2007|01/04/2007|18|Lab Space|92.84776064|89.13935713
01/05/2007|01/04/2007|23|Health Care - Medical Office|98.02510158|96.39824535
01/05/2007|01/04/2007|25|Health Care - Skilled Nursing|95.56653584|91.39741805
01/05/2007|01/04/2007|31|Health Care - Senior Housing (NNN)|92.71245604|89.91186559
01/05/2007|01/04/2007|32|Health Care - Senior Housing (RIDEA)|92.01855003|89.67501077
01/05/2007|01/04/2007|100|GS Universe|97.72477402|96.29062242
01/05/2007|01/04/2007|101|GS Major Sector|97.32300048|96.01428888
01/06/2007|01/05/2007|1|Apartment|98.76892312|97.66131056
01/06/2007|01/05/2007|4|Health Care|96.4177286|93.90341952
01/06/2007|01/05/2007|5|Lodging|99.61645159|100.03472321
01/06/2007|01/05/2007|6|Industrial|96.43013391|93.89820232
01/06/2007|01/05/2007|7|Mall|98.50759141|96.41041407
01/06/2007|01/05/2007|8|Manufactured Home Park|98.51820987|95.81583174
01/06/2007|01/05/2007|9|Office|97.67451236|96.99347102
01/06/2007|01/05/2007|10|Self-Storage|100|100
01/06/2007|01/05/2007|11|Strip Center|99.97711836|99.2318795
01/06/2007|01/05/2007|12|Student Housing|98.21416831|96.99506726
01/06/2007|01/05/2007|13|Retail|99.60444432|98.51666963
01/06/2007|01/05/2007|18|Lab Space|95.32232798|91.8915005
01/06/2007|01/05/2007|23|Health Care - Medical Office|98.51159345|97.28284129
01/06/2007|01/05/2007|25|Health Care - Skilled Nursing|97.13947486|93.50179281
01/06/2007|01/05/2007|31|Health Care - Senior Housing (NNN)|94.66526897|92.22055395
01/06/2007|01/05/2007|32|Health Care - Senior Housing (RIDEA)|94.15571177|92.10616788
01/06/2007|01/05/2007|100|GS Universe|98.61186091|97.52397405
01/06/2007|01/05/2007|101|GS Major Sector|98.23983776|97.24716106
01/07/2007|01/06/2007|13|Retail|99.59550548|98.86960722
01/07/2007|01/06/2007|31|Health Care - Senior Housing (NNN)|94.66526897|92.63814976
01/07/2007|01/06/2007|32|Health Care - Senior Housing (RIDEA)|94.15571177|92.45729713
01/07/2007|01/06/2007|100|GS Universe|98.64002173|97.91486774
01/07/2007|01/06/2007|101|GS Major Sector|98.40240025|97.74077332
01/07/2007|01/06/2007|1|Apartment|99.01453486|98.27413757
01/07/2007|01/06/2007|4|Health Care|96.4177286|94.32693285
01/07/2007|01/06/2007|5|Lodging|99.64227903|100.47727061
01/07/2007|01/06/2007|6|Industrial|96.79164454|94.61272549
01/07/2007|01/06/2007|7|Mall|98.50789158|96.75741797
01/07/2007|01/06/2007|8|Manufactured Home Park|98.51820987|96.26173335
01/07/2007|01/06/2007|9|Office|97.7207201|97.26857552
01/07/2007|01/06/2007|10|Self-Storage|98.87820999|99.32624536
01/07/2007|01/06/2007|11|Strip Center|99.95886913|99.58572017
01/07/2007|01/06/2007|12|Student Housing|98.21416831|97.402167
01/07/2007|01/06/2007|18|Lab Space|95.32232798|92.27292438
01/07/2007|01/06/2007|23|Health Care - Medical Office|98.51159345|97.69274663
01/07/2007|01/06/2007|25|Health Care - Skilled Nursing|97.13947486|94.10784027
01/08/2007|01/07/2007|1|Apartment|99.03319738|98.66399763
01/08/2007|01/07/2007|4|Health Care|96.4177286|94.75235626
01/08/2007|01/07/2007|5|Lodging|98.16609712|99.40730744
01/08/2007|01/07/2007|6|Industrial|97.63714341|95.8029333
01/08/2007|01/07/2007|7|Mall|98.5620185|97.15853594
01/08/2007|01/07/2007|8|Manufactured Home Park|98.51820987|96.70971007
01/08/2007|01/07/2007|9|Office|98.70019879|98.47325447
01/08/2007|01/07/2007|10|Self-Storage|97.93650852|98.8308119
01/08/2007|01/07/2007|11|Strip Center|100|100
01/08/2007|01/07/2007|12|Student Housing|98.21416831|97.81097538
01/08/2007|01/07/2007|13|Retail|99.64335842|99.28019475
01/08/2007|01/07/2007|18|Lab Space|95.32232798|92.65593148
01/08/2007|01/07/2007|23|Health Care - Medical Office|98.51159345|98.10437911
01/08/2007|01/07/2007|25|Health Care - Skilled Nursing|97.13947486|94.71781592
01/08/2007|01/07/2007|31|Health Care - Senior Housing (NNN)|94.66526897|93.05763653
01/08/2007|01/07/2007|32|Health Care - Senior Housing (RIDEA)|94.15571177|92.80976496
01/08/2007|01/07/2007|100|GS Universe|98.7609498|98.39936277
01/08/2007|01/07/2007|101|GS Major Sector|98.88032709|98.54920557
01/09/2007|01/08/2007|13|Retail|100|100
01/09/2007|01/08/2007|31|Health Care - Senior Housing (NNN)|99.50615775|98.23770227
01/09/2007|01/08/2007|32|Health Care - Senior Housing (RIDEA)|99.42171667|98.35430435
01/09/2007|01/08/2007|100|GS Universe|100|100
01/09/2007|01/08/2007|101|GS Major Sector|100|100
01/09/2007|01/08/2007|1|Apartment|100|100
01/09/2007|01/08/2007|4|Health Care|99.80078133|98.50431743
01/09/2007|01/08/2007|5|Lodging|98.23950037|99.90237142
01/09/2007|01/08/2007|6|Industrial|99.47108982|97.96719417
01/09/2007|01/08/2007|7|Mall|99.45471622|98.38783276
01/09/2007|01/08/2007|8|Manufactured Home Park|99.2122573|97.84107835
01/09/2007|01/08/2007|9|Office|100|100
01/09/2007|01/08/2007|10|Self-Storage|97.1640338|98.50427759
01/09/2007|01/08/2007|11|Strip Center|99.8101143|100.18479964
01/09/2007|01/08/2007|12|Student Housing|100|100
01/09/2007|01/08/2007|18|Lab Space|97.88712325|95.5335801
01/09/2007|01/08/2007|23|Health Care - Medical Office|100|100
01/09/2007|01/08/2007|25|Health Care - Skilled Nursing|99.50615775|97.6394274
01/10/2007|01/09/2007|1|Apartment|95.25748854|95.63386428
01/10/2007|01/09/2007|4|Health Care|99.80078133|98.93487579
01/10/2007|01/09/2007|5|Lodging|92.78833388|94.77944642
01/10/2007|01/09/2007|6|Industrial|98.89081098|97.76812448
01/10/2007|01/09/2007|7|Mall|98.85603081|98.1492634
01/10/2007|01/09/2007|8|Manufactured Home Park|99.2122573|98.29721708
01/10/2007|01/09/2007|9|Office|91.69475066|91.92749674
01/10/2007|01/09/2007|10|Self-Storage|97.1640338|98.96359326
01/10/2007|01/09/2007|11|Strip Center|96.07841646|96.81820691
01/10/2007|01/09/2007|12|Student Housing|97.14562184|97.56258947
01/10/2007|01/09/2007|13|Retail|97.82961743|98.19856937
01/10/2007|01/09/2007|18|Lab Space|97.88712325|95.92324994
01/10/2007|01/09/2007|23|Health Care - Medical Office|100|100.4167263
01/10/2007|01/09/2007|25|Health Care - Skilled Nursing|99.50615775|98.25876649
01/10/2007|01/09/2007|31|Health Care - Senior Housing (NNN)|99.50615775|98.65940807
01/10/2007|01/09/2007|32|Health Care - Senior Housing (RIDEA)|99.42171667|98.70951372
01/10/2007|01/09/2007|100|GS Universe|96.68975599|97.05977819
01/10/2007|01/09/2007|101|GS Major Sector|96.04962308|96.38918251
01/11/2007|01/10/2007|1|Apartment|95.00910588|95.76434557
01/11/2007|01/10/2007|4|Health Care|99.80078133|99.36731611
01/11/2007|01/10/2007|5|Lodging|94.16930562|96.61733106
01/11/2007|01/10/2007|6|Industrial|98.96585517|98.21650035
01/11/2007|01/10/2007|7|Mall|99.08634639|98.73309442
01/11/2007|01/10/2007|8|Manufactured Home Park|99.2122573|98.75548236
01/11/2007|01/10/2007|9|Office|91.45311991|91.92194053
01/11/2007|01/10/2007|10|Self-Storage|97.1640338|99.42505068
01/11/2007|01/10/2007|11|Strip Center|96.09503458|97.2171213
01/11/2007|01/10/2007|12|Student Housing|97.14562184|97.98254123
01/11/2007|01/10/2007|13|Retail|97.95204006|98.69293243
01/11/2007|01/10/2007|18|Lab Space|97.88712325|96.3145092
01/11/2007|01/10/2007|23|Health Care - Medical Office|100|100.83518921
01/11/2007|01/10/2007|25|Health Care - Skilled Nursing|99.50615775|98.88203413
01/11/2007|01/10/2007|31|Health Care - Senior Housing (NNN)|99.50615775|99.08292413
01/11/2007|01/10/2007|32|Health Care - Senior Housing (RIDEA)|99.42171667|99.06600595
01/11/2007|01/10/2007|100|GS Universe|96.74981699|97.49162725
01/11/2007|01/10/2007|101|GS Major Sector|95.97200523|96.65243047
01/12/2007|01/11/2007|13|Retail|98.7250112|99.844693
01/12/2007|01/11/2007|31|Health Care - Senior Housing (NNN)|100|100
01/12/2007|01/11/2007|32|Health Care - Senior Housing (RIDEA)|100|100
01/12/2007|01/11/2007|100|GS Universe|97.47923533|98.5999027
01/12/2007|01/11/2007|101|GS Major Sector|96.91734575|97.9466285
01/12/2007|01/11/2007|1|Apartment|95.74115254|96.88257496
01/12/2007|01/11/2007|4|Health Care|100|100
01/12/2007|01/11/2007|5|Lodging|94.05181406|96.93227262
01/12/2007|01/11/2007|6|Industrial|99.99870524|99.61732929
01/12/2007|01/11/2007|7|Mall|100|100
01/12/2007|01/11/2007|8|Manufactured Home Park|100|100
01/12/2007|01/11/2007|9|Office|92.67565712|93.38820736
01/12/2007|01/11/2007|10|Self-Storage|97.75261478|100.49093714
01/12/2007|01/11/2007|11|Strip Center|96.72559702|98.2387434
01/12/2007|01/11/2007|12|Student Housing|98.45898148|99.72897501
01/12/2007|01/11/2007|18|Lab Space|98.93792157|97.74128099
01/12/2007|01/11/2007|23|Health Care - Medical Office|99.24384683|100.49292749
01/12/2007|01/11/2007|25|Health Care - Skilled Nursing|100|100
01/01/2008|01/12/2007|13|Retail|98.68767195|100.18419938
01/01/2008|01/12/2007|31|Health Care - Senior Housing (NNN)|100|100.42927083
01/01/2008|01/12/2007|32|Health Care - Senior Housing (RIDEA)|100|100.36115285
01/01/2008|01/12/2007|100|GS Universe|97.39196715|98.88921943
01/01/2008|01/12/2007|101|GS Major Sector|96.80252965|98.17702954
01/01/2008|01/12/2007|1|Apartment|95.78244979|97.30833481
01/01/2008|01/12/2007|4|Health Care|100|100.43883139
01/01/2008|01/12/2007|5|Lodging|94.05181406|97.3691101
01/01/2008|01/12/2007|6|Industrial|100|100
01/01/2008|01/12/2007|7|Mall|99.97133694|100.33236867
01/01/2008|01/12/2007|8|Manufactured Home Park|100|100.4665834
01/01/2008|01/12/2007|9|Office|92.23036927|93.18022246
01/01/2008|01/12/2007|10|Self-Storage|97.75261478|100.96031394
01/01/2008|01/12/2007|11|Strip Center|96.68015546|98.58031979
01/01/2008|01/12/2007|12|Student Housing|98.45898148|100.15760502
01/01/2008|01/12/2007|18|Lab Space|98.93792157|98.13995578
01/01/2008|01/12/2007|23|Health Care - Medical Office|99.24384683|100.91752133
01/01/2008|01/12/2007|25|Health Care - Skilled Nursing|100|100.6343125
01/02/2008|01/01/2008|1|Apartment|90.91347572|92.74729391
01/02/2008|01/01/2008|4|Health Care|100|100.87958851
01/02/2008|01/01/2008|5|Lodging|91.27651463|94.9347208
01/02/2008|01/01/2008|6|Industrial|96.8278778|97.21072373
01/02/2008|01/01/2008|7|Mall|97.49165858|98.20597785
01/02/2008|01/01/2008|8|Manufactured Home Park|96.2928554|97.21090227
01/02/2008|01/01/2008|9|Office|86.2267887|87.35582784
01/02/2008|01/01/2008|10|Self-Storage|90.9425639|94.39836411
01/02/2008|01/01/2008|11|Strip Center|94.63860034|96.88798262
01/02/2008|01/01/2008|12|Student Housing|97.33738966|99.44713564
01/02/2008|01/01/2008|13|Retail|96.42177921|98.26263853
01/02/2008|01/01/2008|18|Lab Space|98.93792157|98.54025671
01/02/2008|01/01/2008|23|Health Care - Medical Office|99.24384683|101.34390913
01/02/2008|01/01/2008|25|Health Care - Skilled Nursing|100|101.27264852
01/02/2008|01/01/2008|31|Health Care - Senior Housing (NNN)|100|100.8603844
01/02/2008|01/01/2008|32|Health Care - Senior Housing (RIDEA)|100|100.72361002
01/02/2008|01/01/2008|100|GS Universe|93.93828925|95.76130698
01/02/2008|01/01/2008|101|GS Major Sector|92.67369713|94.33703488
01/03/2008|01/02/2008|13|Retail|97.20315874|99.43946785
01/03/2008|01/02/2008|31|Health Care - Senior Housing (NNN)|97.08519182|98.35346188
01/03/2008|01/02/2008|32|Health Care - Senior Housing (RIDEA)|96.89017951|97.95505275
01/03/2008|01/02/2008|100|GS Universe|94.06322526|96.26960072
01/03/2008|01/02/2008|101|GS Major Sector|93.52279676|95.55110411
01/03/2008|01/02/2008|1|Apartment|91.58050509|93.81694096
01/03/2008|01/02/2008|4|Health Care|98.62895496|99.93917521
01/03/2008|01/02/2008|5|Lodging|87.82393344|91.7847723
01/03/2008|01/02/2008|6|Industrial|97.80422702|98.57655971
01/03/2008|01/02/2008|7|Mall|98.28089831|99.36573512
01/03/2008|01/02/2008|8|Manufactured Home Park|97.12997882|98.52859787
01/03/2008|01/02/2008|9|Office|87.18605471|88.57168134
01/03/2008|01/02/2008|10|Self-Storage|91.636242|95.59528394
01/03/2008|01/02/2008|11|Strip Center|95.40631557|98.06452201
01/03/2008|01/02/2008|12|Student Housing|96.87697311|99.40956092
01/03/2008|01/02/2008|18|Lab Space|100|100
01/03/2008|01/02/2008|23|Health Care - Medical Office|99.73638725|102.27506136
01/03/2008|01/02/2008|25|Health Care - Skilled Nursing|98.22090539|100.11329736
01/04/2008|01/03/2008|1|Apartment|91.58554564|94.21511903
01/04/2008|01/03/2008|4|Health Care|98.62895496|100.38766628
01/04/2008|01/03/2008|5|Lodging|85.33749223|89.60936424
01/04/2008|01/03/2008|6|Industrial|96.2679212|97.41916666
01/04/2008|01/03/2008|7|Mall|97.43144816|98.87651173
01/04/2008|01/03/2008|8|Manufactured Home Park|96.14934311|98.01283865
01/04/2008|01/03/2008|9|Office|83.43468499|85.00800955
01/04/2008|01/03/2008|10|Self-Storage|91.5034336|95.9396664
01/04/2008|01/03/2008|11|Strip Center|92.17557796|95.13800073
01/04/2008|01/03/2008|12|Student Housing|96.87697311|99.85024818
01/04/2008|01/03/2008|13|Retail|95.13729917|97.71089787
01/04/2008|01/03/2008|18|Lab Space|100|100.40788783
01/04/2008|01/03/2008|23|Health Care - Medical Office|99.73638725|102.70718491
01/04/2008|01/03/2008|25|Health Care - Skilled Nursing|98.22090539|100.76497235
01/04/2008|01/03/2008|31|Health Care - Senior Housing (NNN)|97.08519182|98.79337848
01/04/2008|01/03/2008|32|Health Care - Senior Housing (RIDEA)|96.89017951|98.3238536
01/04/2008|01/03/2008|100|GS Universe|92.49968248|95.05360768
01/04/2008|01/03/2008|101|GS Major Sector|91.65390465|93.99565438
01/05/2008|01/04/2008|1|Apartment|91.55292918|94.57625802
01/05/2008|01/04/2008|4|Health Care|98.62895496|100.83817001
01/05/2008|01/04/2008|5|Lodging|85.3178541|90.01523702
01/05/2008|01/04/2008|6|Industrial|95.74739217|97.28566993
01/05/2008|01/04/2008|7|Mall|97.20424492|99.01736153
01/05/2008|01/04/2008|8|Manufactured Home Park|96.14934311|98.49460468
01/05/2008|01/04/2008|9|Office|83.675193|85.50050936
01/05/2008|01/04/2008|10|Self-Storage|91.5034336|96.42509632
01/05/2008|01/04/2008|11|Strip Center|92.17479643|95.53438993
01/05/2008|01/04/2008|12|Student Housing|96.86625002|100.28183683
01/05/2008|01/04/2008|13|Retail|95.02596913|97.98404711
01/05/2008|01/04/2008|18|Lab Space|100|100.81743938
01/05/2008|01/04/2008|23|Health Care - Medical Office|99.73638725|103.14113424
01/05/2008|01/04/2008|25|Health Care - Skilled Nursing|98.22090539|101.42088935
01/05/2008|01/04/2008|31|Health Care - Senior Housing (NNN)|97.08519182|99.23526273
01/05/2008|01/04/2008|32|Health Care - Senior Housing (RIDEA)|96.89017951|98.69404298
01/05/2008|01/04/2008|100|GS Universe|92.46621295|95.40457414
01/05/2008|01/04/2008|101|GS Major Sector|91.56108601|94.2553609
01/06/2008|01/05/2008|13|Retail|92.91925495|96.20028532
01/06/2008|01/05/2008|31|Health Care - Senior Housing (NNN)|92.03982333|94.52201908
01/06/2008|01/05/2008|32|Health Care - Senior Housing (RIDEA)|90.65959744|92.71904551
01/06/2008|01/05/2008|100|GS Universe|91.70041622|95.00113414
01/06/2008|01/05/2008|101|GS Major Sector|91.4663442|94.51367013
01/06/2008|01/05/2008|1|Apartment|91.57426429|94.99465039
01/06/2008|01/05/2008|4|Health Care|94.03346012|96.59226495
01/06/2008|01/05/2008|5|Lodging|85.44205158|90.57401255
01/06/2008|01/05/2008|6|Industrial|96.05420807|97.99015136
01/06/2008|01/05/2008|7|Mall|93.06580655|95.17358669
01/06/2008|01/05/2008|8|Manufactured Home Park|96.62381549|99.46478439
01/06/2008|01/05/2008|9|Office|84.89630328|86.99689528
01/06/2008|01/05/2008|10|Self-Storage|92.06822269|97.50814959
01/06/2008|01/05/2008|11|Strip Center|92.01209965|95.76462514
01/06/2008|01/05/2008|12|Student Housing|97.27235977|101.1468743
01/06/2008|01/05/2008|18|Lab Space|98.34849504|99.56365643
01/06/2008|01/05/2008|23|Health Care - Medical Office|95.51881336|99.2153659
01/06/2008|01/05/2008|25|Health Care - Skilled Nursing|94.43219419|98.16893059
01/07/2008|01/06/2008|1|Apartment|91.57339626|95.39402418
01/07/2008|01/06/2008|4|Health Care|94.03346012|97.05158597
01/07/2008|01/06/2008|5|Lodging|81.47505235|86.79919926
01/07/2008|01/06/2008|6|Industrial|96.08777213|98.41994222
01/07/2008|01/06/2008|7|Mall|93.07031162|95.552288
01/07/2008|01/06/2008|8|Manufactured Home Park|96.62381549|99.95352668
01/07/2008|01/06/2008|9|Office|84.91317923|87.2644435
01/07/2008|01/06/2008|10|Self-Storage|91.93498133|97.8604016
01/07/2008|01/06/2008|11|Strip Center|92.0081295|96.16034625
01/07/2008|01/06/2008|12|Student Housing|97.26768167|101.5906285
01/07/2008|01/06/2008|13|Retail|92.91949929|96.5904393
01/07/2008|01/06/2008|18|Lab Space|98.34849504|99.98408744
01/07/2008|01/06/2008|23|Health Care - Medical Office|95.51881336|99.65751981
01/07/2008|01/06/2008|25|Health Care - Skilled Nursing|94.43219419|98.84059014
01/07/2008|01/06/2008|31|Health Care - Senior Housing (NNN)|92.03982333|94.97491739
01/07/2008|01/06/2008|32|Health Care - Senior Housing (RIDEA)|90.65959744|93.09417132
